datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count
2012-09-07 06:00:00,3,0,1,1,25.42,28.03,88,7.0015,140
2012-09-07 07:00:00,3,0,1,1,26.24,28.79,89,7.0015,486
2012-09-07 08:00:00,3,0,1,1,27.06,30.305,83,7.0015,719
2012-09-07 09:00:00,3,0,1,1,28.7,33.335,79,8.9981,344
2012-09-07 10:00:00,3,0,1,1,29.52,34.85,74,8.9981,224
2012-09-07 11:00:00,3,0,1,1,31.16,35.605,62,8.9981,296
2012-09-07 12:00:00,3,0,1,1,31.98,37.12,59,11.0014,323
2012-09-07 13:00:00,3,0,1,1,32.8,38.635,59,16.9979,354
2012-09-07 14:00:00,3,0,1,1,32.8,38.635,59,16.9979,253
2012-09-07 15:00:00,3,0,1,1,32.8,37.88,55,16.9979,331
2012-09-07 16:00:00,3,0,1,1,32.8,37.88,55,19.0012,470
2012-09-07 17:00:00,3,0,1,1,31.98,37.12,59,22.0028,772
2012-09-07 18:00:00,3,0,1,1,31.16,35.605,62,19.9995,792
2012-09-07 19:00:00,3,0,1,1,30.34,34.09,62,19.0012,568
2012-09-07 20:00:00,3,0,1,1,29.52,34.09,66,15.0013,391
2012-09-07 21:00:00,3,0,1,1,28.7,33.335,74,11.0014,301
2012-09-07 22:00:00,3,0,1,1,28.7,33.335,74,15.0013,299
2012-09-07 23:00:00,3,0,1,1,27.06,29.545,89,16.9979,248
2012-09-08 00:00:00,3,0,0,1,27.06,29.545,89,16.9979,150
2012-09-08 01:00:00,3,0,0,2,27.06,29.545,89,19.0012,117
2012-09-08 02:00:00,3,0,0,1,27.06,29.545,89,22.0028,77
2012-09-08 03:00:00,3,0,0,2,27.06,29.545,89,15.0013,43
2012-09-08 04:00:00,3,0,0,2,27.06,29.545,94,15.0013,11
2012-09-08 05:00:00,3,0,0,2,27.06,29.545,94,16.9979,15
2012-09-08 06:00:00,3,0,0,2,27.06,29.545,89,19.0012,34
2012-09-08 07:00:00,3,0,0,1,27.06,29.545,89,19.0012,82
2012-09-08 08:00:00,3,0,0,1,28.7,33.335,79,22.0028,230
2012-09-08 09:00:00,3,0,0,1,28.7,33.335,74,26.0027,348
2012-09-08 10:00:00,3,0,0,1,30.34,34.85,70,26.0027,422
2012-09-08 11:00:00,3,0,0,1,31.16,35.605,62,30.0026,578
2012-09-08 12:00:00,3,0,0,1,32.8,37.88,55,32.9975,694
2012-09-08 13:00:00,3,0,0,1,33.62,38.635,52,35.0008,668
2012-09-08 14:00:00,3,0,0,1,33.62,38.635,52,30.0026,626
2012-09-08 15:00:00,3,0,0,3,22.96,26.515,88,16.9979,512
2012-09-08 16:00:00,3,0,0,3,22.96,26.515,88,12.998,114
2012-09-08 17:00:00,3,0,0,3,23.78,27.275,83,12.998,171
2012-09-08 18:00:00,3,0,0,3,23.78,27.275,83,8.9981,167
2012-09-08 19:00:00,3,0,0,3,23.78,27.275,88,7.0015,215
2012-09-08 20:00:00,3,0,0,2,23.78,27.275,88,6.0032,194
2012-09-08 21:00:00,3,0,0,2,24.6,28.03,83,11.0014,181
2012-09-08 22:00:00,3,0,0,2,23.78,27.275,78,19.9995,194
2012-09-08 23:00:00,3,0,0,2,23.78,27.275,73,11.0014,133
2012-09-09 00:00:00,3,0,0,2,22.96,26.515,73,12.998,124
2012-09-09 01:00:00,3,0,0,1,22.96,26.515,73,15.0013,124
2012-09-09 02:00:00,3,0,0,1,22.14,25.76,77,19.0012,96
2012-09-09 03:00:00,3,0,0,1,22.14,25.76,73,15.0013,46
2012-09-09 04:00:00,3,0,0,1,21.32,25.0,77,16.9979,28
2012-09-09 05:00:00,3,0,0,1,21.32,25.0,77,12.998,55
2012-09-09 06:00:00,3,0,0,1,21.32,25.0,77,12.998,35
2012-09-09 07:00:00,3,0,0,1,22.14,25.76,73,11.0014,70
2012-09-09 08:00:00,3,0,0,1,23.78,27.275,68,15.0013,170
2012-09-09 09:00:00,3,0,0,1,25.42,30.305,61,16.9979,299
2012-09-09 10:00:00,3,0,0,1,26.24,31.06,57,19.9995,495
2012-09-09 11:00:00,3,0,0,1,27.06,31.06,47,16.9979,585
2012-09-09 12:00:00,3,0,0,1,27.06,31.06,47,0.0,757
2012-09-09 13:00:00,3,0,0,1,27.88,31.82,39,0.0,729
2012-09-09 14:00:00,3,0,0,1,29.52,32.575,30,19.0012,647
2012-09-09 15:00:00,3,0,0,1,29.52,32.575,32,16.9979,696
2012-09-09 16:00:00,3,0,0,1,27.88,31.82,36,19.0012,701
2012-09-09 17:00:00,3,0,0,1,28.7,31.82,37,16.9979,671
2012-09-09 18:00:00,3,0,0,1,27.06,31.06,36,16.9979,560
2012-09-09 19:00:00,3,0,0,1,27.06,31.06,36,16.9979,496
2012-09-09 20:00:00,3,0,0,1,25.42,31.06,41,19.0012,356
2012-09-09 21:00:00,3,0,0,1,24.6,31.06,46,15.0013,206
2012-09-09 22:00:00,3,0,0,1,23.78,27.275,49,16.9979,189
2012-09-09 23:00:00,3,0,0,1,22.96,26.515,52,19.0012,92
2012-09-10 00:00:00,3,0,1,1,22.96,26.515,52,19.0012,41
2012-09-10 01:00:00,3,0,1,1,22.14,25.76,60,12.998,18
2012-09-10 02:00:00,3,0,1,1,22.14,25.76,60,23.9994,17
2012-09-10 03:00:00,3,0,1,1,21.32,25.0,68,19.0012,12
2012-09-10 04:00:00,3,0,1,1,21.32,25.0,68,19.0012,5
2012-09-10 05:00:00,3,0,1,1,20.5,24.24,72,16.9979,40
2012-09-10 06:00:00,3,0,1,1,20.5,24.24,72,8.9981,180
2012-09-10 07:00:00,3,0,1,1,21.32,25.0,68,15.0013,447
2012-09-10 08:00:00,3,0,1,1,22.96,26.515,60,19.0012,730
2012-09-10 09:00:00,3,0,1,1,24.6,31.06,53,19.9995,361
2012-09-10 10:00:00,3,0,1,1,25.42,31.06,50,19.0012,210
2012-09-10 11:00:00,3,0,1,1,25.42,31.06,43,19.9995,236
2012-09-10 12:00:00,3,0,1,1,26.24,31.06,44,26.0027,332
2012-09-10 13:00:00,3,0,1,1,26.24,31.06,38,15.0013,323
2012-09-10 14:00:00,3,0,1,1,27.06,31.06,36,19.0012,340
2012-09-10 15:00:00,3,0,1,1,27.06,31.06,31,26.0027,346
2012-09-10 16:00:00,3,0,1,1,27.06,31.06,34,22.0028,488
2012-09-10 17:00:00,3,0,1,1,27.06,31.06,34,22.0028,871
2012-09-10 18:00:00,3,0,1,1,25.42,31.06,35,19.9995,968
2012-09-10 19:00:00,3,0,1,1,25.42,31.06,38,19.9995,633
2012-09-10 20:00:00,3,0,1,1,24.6,31.06,40,12.998,390
2012-09-10 21:00:00,3,0,1,1,22.96,26.515,49,11.0014,285
2012-09-10 22:00:00,3,0,1,1,22.14,25.76,52,8.9981,159
2012-09-10 23:00:00,3,0,1,1,22.14,25.76,52,0.0,93
2012-09-11 00:00:00,3,0,1,1,21.32,25.0,59,7.0015,32
2012-09-11 01:00:00,3,0,1,1,20.5,24.24,63,0.0,10
2012-09-11 02:00:00,3,0,1,1,19.68,23.485,77,11.0014,6
2012-09-11 03:00:00,3,0,1,1,19.68,23.485,67,8.9981,8
2012-09-11 04:00:00,3,0,1,1,19.68,23.485,72,7.0015,9
2012-09-11 05:00:00,3,0,1,1,18.86,22.725,72,6.0032,44
2012-09-11 06:00:00,3,0,1,1,18.86,22.725,77,7.0015,211
2012-09-11 07:00:00,3,0,1,1,20.5,24.24,72,7.0015,596
2012-09-11 08:00:00,3,0,1,1,22.14,25.76,68,6.0032,750
2012-09-11 09:00:00,3,0,1,1,24.6,31.06,49,0.0,358
2012-09-11 10:00:00,3,0,1,1,25.42,31.06,38,0.0,196
2012-09-11 11:00:00,3,0,1,1,26.24,31.06,33,6.0032,247
2012-09-11 12:00:00,3,0,1,1,26.24,31.06,33,0.0,316
2012-09-11 13:00:00,3,0,1,1,27.06,31.06,29,6.0032,328
2012-09-11 14:00:00,3,0,1,1,27.88,31.06,30,6.0032,255
2012-09-11 15:00:00,3,0,1,1,28.7,31.82,28,7.0015,326
2012-09-11 16:00:00,3,0,1,1,28.7,31.82,28,8.9981,536
2012-09-11 17:00:00,3,0,1,1,28.7,31.82,28,0.0,970
2012-09-11 18:00:00,3,0,1,1,26.24,31.06,36,11.0014,877
2012-09-11 19:00:00,3,0,1,1,25.42,31.06,41,12.998,596
2012-09-11 20:00:00,3,0,1,1,23.78,27.275,56,8.9981,461
2012-09-11 21:00:00,3,0,1,1,22.96,26.515,60,7.0015,310
2012-09-11 22:00:00,3,0,1,1,22.96,26.515,64,7.0015,216
2012-09-11 23:00:00,3,0,1,1,22.14,25.76,68,7.0015,109
2012-09-12 00:00:00,3,0,1,1,21.32,25.0,72,7.0015,49
2012-09-12 01:00:00,3,0,1,1,21.32,25.0,72,7.0015,21
2012-09-12 02:00:00,3,0,1,1,21.32,25.0,72,6.0032,11
2012-09-12 03:00:00,3,0,1,1,20.5,24.24,77,6.0032,7
2012-09-12 04:00:00,3,0,1,1,20.5,24.24,72,6.0032,5
2012-09-12 05:00:00,3,0,1,1,20.5,24.24,72,6.0032,48
2012-09-12 06:00:00,3,0,1,1,20.5,24.24,72,6.0032,205
2012-09-12 07:00:00,3,0,1,1,21.32,25.0,72,0.0,557
2012-09-12 08:00:00,3,0,1,1,22.96,26.515,64,7.0015,770
2012-09-12 09:00:00,3,0,1,1,24.6,30.305,64,8.9981,328
2012-09-12 10:00:00,3,0,1,1,25.42,30.305,61,8.9981,205
2012-09-12 11:00:00,3,0,1,1,27.06,31.06,50,12.998,232
2012-09-12 12:00:00,3,0,1,1,27.88,31.82,36,8.9981,352
2012-09-12 13:00:00,3,0,1,1,28.7,31.82,34,8.9981,323
2012-09-12 14:00:00,3,0,1,1,28.7,31.82,37,11.0014,278
2012-09-12 15:00:00,3,0,1,1,29.52,32.575,37,8.9981,318
2012-09-12 16:00:00,3,0,1,1,29.52,32.575,37,11.0014,509
2012-09-12 17:00:00,3,0,1,1,28.7,31.82,41,19.9995,925
2012-09-12 18:00:00,3,0,1,1,27.06,31.06,44,16.9979,977
2012-09-12 19:00:00,3,0,1,1,26.24,31.06,50,12.998,635
2012-09-12 20:00:00,3,0,1,1,25.42,31.06,57,8.9981,470
2012-09-12 21:00:00,3,0,1,1,24.6,30.305,60,8.9981,306
2012-09-12 22:00:00,3,0,1,1,22.96,26.515,64,6.0032,212
2012-09-12 23:00:00,3,0,1,1,22.96,26.515,68,7.0015,127
2012-09-13 00:00:00,3,0,1,1,22.96,26.515,73,6.0032,57
2012-09-13 01:00:00,3,0,1,1,22.14,25.76,77,6.0032,28
2012-09-13 02:00:00,3,0,1,1,22.14,25.76,77,0.0,9
2012-09-13 03:00:00,3,0,1,1,21.32,25.0,83,0.0,11
2012-09-13 04:00:00,3,0,1,1,21.32,25.0,83,0.0,6
2012-09-13 05:00:00,3,0,1,1,21.32,25.0,83,0.0,57
2012-09-13 06:00:00,3,0,1,1,20.5,24.24,82,0.0,195
2012-09-13 07:00:00,3,0,1,1,22.14,25.76,77,0.0,571
2012-09-13 08:00:00,3,0,1,1,22.96,26.515,73,0.0,758
2012-09-13 09:00:00,3,0,1,1,24.6,30.305,64,6.0032,338
2012-09-13 10:00:00,3,0,1,1,26.24,31.06,61,6.0032,212
2012-09-13 11:00:00,3,0,1,1,27.06,31.06,50,11.0014,254
2012-09-13 12:00:00,3,0,1,1,27.88,31.82,44,7.0015,297
2012-09-13 13:00:00,3,0,1,1,28.7,31.82,42,0.0,283
2012-09-13 14:00:00,3,0,1,1,29.52,32.575,39,8.9981,274
2012-09-13 15:00:00,3,0,1,1,29.52,32.575,42,7.0015,352
2012-09-13 16:00:00,3,0,1,1,29.52,32.575,39,6.0032,491
2012-09-13 17:00:00,3,0,1,1,29.52,32.575,42,12.998,884
2012-09-13 18:00:00,3,0,1,1,27.88,31.82,57,16.9979,852
2012-09-13 19:00:00,3,0,1,1,26.24,30.305,65,8.9981,674
2012-09-13 20:00:00,3,0,1,1,25.42,30.305,69,7.0015,463
2012-09-13 21:00:00,3,0,1,1,25.42,30.305,65,7.0015,317
2012-09-13 22:00:00,3,0,1,1,24.6,29.545,69,8.9981,251
2012-09-13 23:00:00,3,0,1,1,23.78,27.275,73,7.0015,170
2012-09-14 00:00:00,3,0,1,1,22.96,26.515,73,6.0032,87
2012-09-14 01:00:00,3,0,1,1,22.96,26.515,73,6.0032,41
2012-09-14 02:00:00,3,0,1,1,22.96,26.515,73,0.0,30
2012-09-14 03:00:00,3,0,1,1,22.14,25.76,77,0.0,14
2012-09-14 04:00:00,3,0,1,1,22.14,25.76,77,0.0,12
2012-09-14 05:00:00,3,0,1,1,22.14,25.76,83,0.0,41
2012-09-14 06:00:00,3,0,1,1,22.14,25.76,88,0.0,152
2012-09-14 07:00:00,3,0,1,2,22.96,26.515,88,0.0,454
2012-09-14 08:00:00,3,0,1,2,24.6,28.79,78,11.0014,766
2012-09-14 09:00:00,3,0,1,2,25.42,29.545,78,11.0014,347
2012-09-14 10:00:00,3,0,1,2,27.88,31.82,65,0.0,246
2012-09-14 11:00:00,3,0,1,2,27.88,31.82,61,7.0015,280
2012-09-14 12:00:00,3,0,1,2,28.7,32.575,54,12.998,409
2012-09-14 13:00:00,3,0,1,2,28.7,32.575,54,12.998,408
2012-09-14 14:00:00,3,0,1,2,29.52,32.575,45,11.0014,371
2012-09-14 15:00:00,3,0,1,2,29.52,33.335,48,8.9981,367
2012-09-14 16:00:00,3,0,1,2,29.52,33.335,51,0.0,563
2012-09-14 17:00:00,3,0,1,1,29.52,33.335,51,12.998,894
2012-09-14 18:00:00,3,0,1,1,29.52,32.575,45,15.0013,808
2012-09-14 19:00:00,3,0,1,1,27.88,31.82,57,11.0014,579
2012-09-14 20:00:00,3,0,1,1,27.06,31.06,61,7.0015,404
2012-09-14 21:00:00,3,0,1,1,26.24,30.305,73,15.0013,312
2012-09-14 22:00:00,3,0,1,1,25.42,28.79,83,12.998,229
2012-09-14 23:00:00,3,0,1,1,25.42,29.545,78,6.0032,195
2012-09-15 00:00:00,3,0,0,1,24.6,28.03,83,7.0015,207
2012-09-15 01:00:00,3,0,0,1,24.6,29.545,73,0.0,109
2012-09-15 02:00:00,3,0,0,1,23.78,27.275,78,7.0015,93
2012-09-15 03:00:00,3,0,0,1,24.6,29.545,73,16.9979,37
2012-09-15 04:00:00,3,0,0,2,24.6,29.545,69,23.9994,6
2012-09-15 05:00:00,3,0,0,1,23.78,27.275,60,35.0008,16
2012-09-15 06:00:00,3,0,0,1,22.14,25.76,49,27.9993,33
2012-09-15 07:00:00,3,0,0,1,22.14,25.76,52,19.0012,73
2012-09-15 08:00:00,3,0,0,1,22.96,26.515,49,27.9993,212
2012-09-15 09:00:00,3,0,0,1,24.6,31.06,43,27.9993,342
2012-09-15 10:00:00,3,0,0,1,25.42,31.06,41,26.0027,442
2012-09-15 11:00:00,3,0,0,1,26.24,31.06,38,26.0027,627
2012-09-15 12:00:00,3,0,0,1,27.06,31.06,36,23.9994,706
2012-09-15 13:00:00,3,0,0,1,27.88,31.82,36,12.998,704
2012-09-15 14:00:00,3,0,0,1,27.88,31.82,34,22.0028,715
2012-09-15 15:00:00,3,0,0,2,27.88,31.82,34,19.0012,654
2012-09-15 16:00:00,3,0,0,2,27.06,31.06,36,15.0013,783
2012-09-15 17:00:00,3,0,0,2,27.06,31.06,36,16.9979,729
2012-09-15 18:00:00,3,0,0,2,26.24,31.06,36,19.0012,614
2012-09-15 19:00:00,3,0,0,1,25.42,31.06,41,11.0014,478
2012-09-15 20:00:00,3,0,0,1,24.6,31.06,43,6.0032,330
2012-09-15 21:00:00,3,0,0,1,22.96,26.515,52,7.0015,296
2012-09-15 22:00:00,3,0,0,1,22.96,26.515,52,0.0,279
2012-09-15 23:00:00,3,0,0,1,22.14,25.76,60,0.0,229
2012-09-16 00:00:00,3,0,0,1,22.14,25.76,64,0.0,151
2012-09-16 01:00:00,3,0,0,1,22.14,25.76,64,0.0,117
2012-09-16 02:00:00,3,0,0,1,21.32,25.0,63,0.0,89
2012-09-16 03:00:00,3,0,0,1,20.5,24.24,68,0.0,48
2012-09-16 04:00:00,3,0,0,1,20.5,24.24,72,0.0,8
2012-09-16 05:00:00,3,0,0,1,20.5,24.24,72,0.0,13
2012-09-16 06:00:00,3,0,0,1,20.5,24.24,72,0.0,35
2012-09-16 07:00:00,3,0,0,1,20.5,24.24,77,7.0015,71
2012-09-16 08:00:00,3,0,0,1,22.14,25.76,64,11.0014,128
